,product_url,number_of_bids,Name,color,number_of_views,Price,pic,Number sold,ship,SellerFeedback
766,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Smartphone-GSM-Unlocked-T-Mobile-AT-T-/262924721241?var=&hash=item3d3788dc59:m:m510-zA1Kz-05ALu2vMJKJQ,NA,Apple iPhone 6 16GB Smartphone GSM Unlocked - T-Mobile AT&T, GOLD GRAY SILVER,25 viewed per hour,US $199.99,http://i.ebayimg.com/images/g/g~sAAOSw3utY5Pgk/s-l300.jpg,327 sold,FREE,96.5% ÊPositive feedback
767,http://www.ebay.com/itm/Apple-iPhone-6-4-7-16-64-128-GB-GSM-UNLOCKED-Smartphone-/232240468040?var=&hash=item36129c5048:m:mFgTXZQKUnPN7WArA7yG8cw,NA,"Apple iPhone 6 4.7"" 16 64 128 GB GSM UNLOCKED Smartphone", Gold[out of stock] Silver Space Gray,20 viewed per hour,US $259.99,http://i.ebayimg.com/images/g/3cQAAOSwCU1Yo3x0/s-l300.jpg,690 sold,FREE,98.4% ÊPositive feedback
768,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%22371962321512c747508d123f4a4c80b6f4372b060a93%22%2C%22enc%22%3A%22AQABAAACoLmQa24OtTHRaocrSZUBEXf2qGgasPq4aF4hLFlb9iViXK5DyVKF3Hu09RZmkTiL%2F7fl4QwS5lD8fvDLF%2FreZgFbkBCvQtrSvrM3Jt2GNOaFfkfOrcPPurrGHiFHUG5FZs9G%2BQyVQPAVZU1zQjk7%2FueXnRFDCeSgfcE3OEt%2F8nNASBrmsP32hhUzMbstDYoYidZd6Ip%2FkjRrm4kkUPiGgTZJwEM4rTJnZB9%2FhClWYeLZOm2BhcAd%2BzTXQisxqkVeZIkRdSGWg5kWUIQWZnpwTBozCpnRXIlPxWe1in5eBGl%2B%2Bh9uUDSr0OhoKEb7svgAgZRh%2BHEfDf4o6ERBSztxnzgGxnqqAGs7gi2WervGRYl4gsUsINSxPin%2B2hL%2Bjo6Rx%2BYBqAd80hJVAK7ms%2F3e8D2cZFVaVgrbwxqibGqFoUu%2BvyE9p%2FoygBLaLq9UakoHb48bOqEoUgWDg%2BgEcUAa8%2BxnC4fvpGmhfBx2TFxk5nV4DVRRCXx4OLehWLFomfyWhqH5RoNF3F8PdvHXgKw4sS7yasTaUS6zv5GwM3HcMmFXkT9FjsVc0VBwSkthhkmRg6JSi5Ca%2FKzurz1gtrEi4%2BPEGfOgPtknu1NQ6UOoE9QreBRhnJ93NtoqDg6kEz9YNsf%2FOm3zYTF07lRdYlGjx9rtd4CjYJAnVYZU%2FO4tyCjEPASjeqTzRyiLkBaT1mZJ9tmEU%2FHDI3hkCUpdloN5zDBE0GHNhmfhywEMHIFQUEvLG4qS4dlGgAbVgEhsmChAkIbypFYlCMq4PKbYL9Ev4EDSU0ih7nIr96eSjM5dWUDBt9dwjUjQRvfxF%2F8muJifDtUze%2BY%2F2IIN5ul4qWxS0SzN19K%2FC5L1Si4e4YyT3qhQzhhCBeVKVqO5LdJXWJ78KQ%3D%3D%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
769,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%22262999519197995f78565a45460a992df6558d4706ff%22%2C%22enc%22%3A%22AQABAAACoLmQa24OtTHRaocrSZUBEXe3LgsUQTOSCKi77RQE1gaDbpccNaqC7PReBF07%2FtZhGlnB5Kz15jIzwNmb6GNGmarMKs7u2MQAH4TGWiCZHyNhsB%2FLaHXbGjsRdz4TP%2FrkXPuMzKSxV8TclFShOtEbijH9glxXGvVYmsAu3%2FeCQ6C5V5h1pNvO2ztnEE7IRKdGud9%2FZJqUOUvqep3%2BZZtrTwUehE3po6J%2FztjogXk3dSXiD1Xep4ufjhqOGXyy0Ei2znZkn%2B2pFYVQVnAIixDaMuNa7S31uAHu5ULqF4AVVpz2IvGLm8xAMQfcaJZ8SdEf41GWWCIceqV7YiwicNv0dmsE%2FiBCFKlSZnJCBMgRK1FPDGm55EwZvF9Mrdw4zho0ZoEKr78xUe7%2BE%2B8EpOVeIm25pMy7cZXXUJo4oaFfP22wmq0b3N4F0KDxbySIb1oO9dbUpFUWzXUqV9Es8%2Fd7NoYbzqPF0htEnPLWFUK9MKO4FWSPMjsUdLBCQfmv0olU%2FJV00QFN8FokA8cj0oon8JRCkfIny1voa83Pp0zX2Pi3bqYT8c%2FUFySiJFKXAbmPO2L5HgWWPEeV3x1Iv3zFwc69W3XTiZijvuRvY9J0mYZiUIF%2Bqjdk0BhSVg0o5TV3ftr6tIxjzw4ogbNA%2Fk8VeDEHazGhFczTnQMXa8oTmPpvPw185sAmtD50upz35n61ZeglvwlIrwdzOiYIbXRm30TMuaSK1Mguv5bHbbbnyBhdUttpTuL99lvUPt8C3WvSb85tOaumOkv8z6q8kYSqIFYY056A4fTYNXrqpe5GcguuLUTW3mwOS%2Bmk8u6LJqAsa0jitwksfo28B68apNLJJTeP4zomE5ZfQLVCam7BydjLnLWGP7EqFHXFeHTwUmMU5w%3D%3D%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
770,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-GSM-Unlocked-4G-LTE-Smartphone-Gold-Silver-Gray-/281839788087?var=&hash=item419ef5e037:m:mxYeICM-3-_wPKkimVWtCLA,NA,Apple iPhone 6 16GB 64GB 128GB GSM Unlocked 4G LTE Smartphone Gold Silver Gray, Gold Silver Space Gray,130 viewed per day,US $219.55,http://i.ebayimg.com/images/g/9goAAOSw5VFWLoYd/s-l300.jpg,449 sold,FREE,99.5% ÊPositive feedback
771,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-Sprint-Verizon-US-Cellular-/361938801652?var=&hash=item54453bd3f4:m:mcMJK-78aYkZf42TE1QA_ew,NA,Apple iPhone 6 16GB 64GB 128GB Sprint Verizon US Cellular, Gold Space Gray[out of stock] Silver,26 viewed per hour,US $209.99,http://i.ebayimg.com/images/g/RJsAAOSwal5YCRlk/s-l300.jpg,846 sold,FREE,98.8% ÊPositive feedback
772,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Space-Gray-Verizon-Smartphone-/192193721851?hash=item2cbfa375fb:g:~n4AAOSwH09ZIgKi,6,Apple iPhone 6 - 128GB - Space Gray (Verizon) Smartphone, NA,NA,NA,http://i.ebayimg.com/images/g/~n4AAOSwH09ZIgKi/s-l300.jpg,Located in United States,NA,100% ÊPositive feedback
773,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Verizon-GSM-Unlocked-4G-LTE-Space-Gray-Silver-Gold-/131746968922?var=&hash=item1eacbb355a:m:mav9jBuvb4ahkI4kquxXmMQ,NA,Apple iPhone 6 16GB Verizon + GSM Unlocked 4G LTE - Space Gray Silver Gold, Space Grey Silver Gold[out of stock],109 viewed per day,US $219.97,http://i.ebayimg.com/images/g/ppAAAOSwal5YG~jJ/s-l300.jpg,"1,354 sold",FREE,98.7% ÊPositive feedback
774,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Factory-Unlocked-Space-Gray-Silver-Gold-AT-T-T-Mobile-/122073442272?var=&hash=item1c6c24e7e0:m:mav9jBuvb4ahkI4kquxXmMQ,NA,Apple iPhone 6 16GB Factory Unlocked Space Gray Silver Gold AT&T T-Mobile, Space Grey Silver Gold,7 viewed per hour,US $209.97,http://i.ebayimg.com/images/g/JKsAAOSw44BYG~W7/s-l300.jpg,407 sold,FREE,98.7% ÊPositive feedback
775,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-GSM-Factory-Unlocked-Smartphone-Gold-Gray-Silver-/311716985269?var=&hash=item4893c7b9b5:m:m4lZjoT-_S0xblU8hX7BH8A,NA,"Apple iPhone 6 - 16GB 64GB GSM ""Factory Unlocked"" Smartphone Gold Gray Silver", Space Gray Silver Gold,NA,US $224.99,http://i.ebayimg.com/images/g/4gAAAOSwNRdX61Up/s-l300.jpg,258 sold,FREE,98.8% ÊPositive feedback
776,http://www.ebay.com/itm/Apple-iPhone-6-4-7-64GB-GSM-UNLOCKED-Smartphone-SRF-/331991401144?var=&hash=item4d4c3ac2b8:m:mFgTXZQKUnPN7WArA7yG8cw,NA,"Apple iPhone 6 4.7"" 64GB GSM UNLOCKED Smartphone SRF", Gold[out of stock] Silver[out of stock] Space Gray,117 viewed per hour,US $259.99,http://i.ebayimg.com/images/g/JdIAAOSwpLNX9W2~/s-l300.jpg,"8,597 sold",FREE,98.4% ÊPositive feedback
777,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Factory-Unlocked-4G-LTE-8MP-Camera-iOS-Smartphone-/381957225454?var=&hash=item58ee6cbbee:m:mDRF3-0tQsDf59tk_LdXnFw,NA,"Apple iPhone 6 16GB ""Factory Unlocked"" 4G LTE 8MP Camera iOS Smartphone", Gold Silver Space Gray,1 sold in last hour,US $242.95,http://i.ebayimg.com/images/g/JSUAAOSwiylXBSpW/s-l300.jpg,531 sold,FREE,98.3% ÊPositive feedback
778,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Unlocked-GSM-iOS-Smartphone-Black-Silver-Gold-/272672838924?var=&hash=item3f7c91550c:m:mMa4wSWgLuma7R0Ie_swMNw,NA,Apple iPhone 6 16GB Unlocked GSM iOS Smartphone Black Silver Gold, Space Gray Silver[out of stock] Gold[out of stock],47 viewed per hour,US $218.95,http://i.ebayimg.com/images/g/tywAAOSwxu5ZGf1N/s-l300.jpg,84 sold,FREE,97.8% ÊPositive feedback
779,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Unlocked-GSM-iOS-Smartphone-Black-Silver-Gold-/252178804962?var=&hash=item3ab70730e2:m:mG_Rz_hyvRd-a6Of7omib2w,NA,Apple iPhone 6 16GB Unlocked GSM iOS Smartphone Black Silver Gold, Space Gray/Black Silver/White Gold/White,8 sold in last 24 hours,US $214.99,http://i.ebayimg.com/images/g/NaAAAOSwZ1lWgrvI/s-l300.jpg,"6,662 sold",FREE,97% ÊPositive feedback
780,http://www.ebay.com/itm/Apple-iPhone-6-a1549-16GB-Smartphone-Verizon-Unlocked-/381228351784?var=&hash=item58c2fb0128:m:m6JQ7wRY337KfSUSA2X55mQ,NA,Apple iPhone 6 a1549 16GB Smartphone Verizon Unlocked, Gold[out of stock] Silver Space Gray,34 viewed per hour,US $249.99,http://i.ebayimg.com/images/g/WXYAAOSw4CFY5R3Q/s-l300.jpg,"7,891 sold",FREE,98.4% ÊPositive feedback
781,http://www.ebay.com/itm/Apple-iPhone-6-64GB-Unlocked-GSM-iOS-Smartphone-Black-Silver-Gold-/252178803513?var=&hash=item3ab7072b39:m:mG_Rz_hyvRd-a6Of7omib2w,NA,Apple iPhone 6 64GB Unlocked GSM iOS Smartphone Black Silver Gold, Space Gray/Black Silver/White Gold/White,158 viewed per day,US $234.99,http://i.ebayimg.com/images/g/NaAAAOSwZ1lWgrvI/s-l300.jpg,"4,037 sold",FREE,97% ÊPositive feedback
782,http://www.ebay.com/itm/Apple-iPhone-6-Factory-Unlocked-16GB-Smartphone-FAIR-CONDITION-/272689933462?hash=item3f7d962c96:g:OzUAAOSwnKFYRhru,26,Apple iPhone 6 Factory Unlocked 16GB Smartphone FAIR CONDITION, NA,NA,NA,http://i.ebayimg.com/images/g/OzUAAOSwnKFYRhru/s-l300.jpg,Longtime member,$4.95 ,98.7% ÊPositive feedback
783,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-GSM-Factory-Unlocked-Smartphone-Gold-Gray-Silver-/192184676741?var=&hash=item2cbf197185:m:m4lZjoT-_S0xblU8hX7BH8A,NA,"Apple iPhone 6 16GB 64GB 128GB GSM""Factory Unlocked"" Smartphone Gold Gray Silver", Space Gray Silver Gold,55 viewed per hour,US $214.99,http://i.ebayimg.com/images/g/4gAAAOSwNRdX61Up/s-l300.jpg,168 sold,FREE,98.8% ÊPositive feedback
784,http://www.ebay.com/itm/Apple-iPhone-6-AT-T-SmartPhone-Gold-Silver-Space-Gray-16GB-64GB-128GB-/232243801723?var=&hash=item3612cf2e7b:m:mDz7f4Cv6gfO-VAPRWqu7wQ,NA,Apple iPhone 6 (AT&T) SmartPhone Gold Silver Space Gray 16GB 64GB 128GB, Gold Space Gray Silver,10 viewed per hour,US $249.99,http://i.ebayimg.com/images/g/xzUAAOSw~AVYp2t4/s-l300.jpg,224 sold,FREE,98.2% ÊPositive feedback
785,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Factory-Unlocked-4G-LTE-iOS-8MP-Camera-Smartphone-/382037941107?var=&hash=item58f33c5b73:m:m9Qaj_5I-lRPilziVcCZH5g,NA,"Apple iPhone 6 128GB ""Factory Unlocked"" 4G LTE iOS 8MP Camera Smartphone", Gold[out of stock] Silver Space Gray,186 viewed per day,US $284.95,http://i.ebayimg.com/images/g/SDwAAOSwFqJWr6NN/s-l300.jpg,88 sold,FREE,98.3% ÊPositive feedback
786,http://www.ebay.com/itm/NEW-Apple-iPhone-6-16GB-64GB-Gold-Silver-Space-Gray-GSM-Factory-Unlocked-Phone-/182569856644?var=&hash=item2a8202ee84:m:m1ZA8pthr0ruwQbVf9nnYIA,NA,NEW Apple iPhone 6 16GB 64GB Gold Silver Space Gray GSM Factory Unlocked Phone, iPhone 6-Gold iPhone 6-Silver iPhone 6-Gray iPhone 4S Black iPhone 4S White,18 viewed per hour,NA,http://i.ebayimg.com/images/g/4D0AAOSwlndZFErJ/s-l300.jpg,Experienced seller,$15.00 ,99% ÊPositive feedback
787,http://www.ebay.com/itm/Apple-iPhone-6-64GB-Factory-GSM-Unlocked-Space-Gray-Silver-Gold-AT-T-T-Mobile-/131741651396?var=&hash=item1eac6a11c4:m:mav9jBuvb4ahkI4kquxXmMQ,NA,Apple iPhone 6 64GB Factory GSM Unlocked - Space Gray Silver Gold AT&T T-Mobile, Space Gray Silver Gold[out of stock],13 viewed per hour,US $259.97,http://i.ebayimg.com/images/g/yx0AAOSw5cNYG~nm/s-l300.jpg,"1,125 sold",FREE,98.7% ÊPositive feedback
788,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%22262999597902c4c1468cb4ae426ba63f0e9dfbcb5c88%22%2C%22enc%22%3A%22AQABAAACkLmQa24OtTHRaocrSZUBEXcdD5fvXw0RPepSjuUFZesgs33ZfZgpfbR3mJaQv%2F%2FBva3xhXacJhGZstN6y5A8TRo3keOdVWntLeM6YypzOb%2FJPSMiQtSYkmDhcrdkQYObjVv4jJppNSzPG7G5vkwUFYUQRXaNvO%2BitbN15nrN8q%2FHTNA4fG8G5ZdAlrANs4Tw%2BcO%2F2BOZuqgQqxbVzujodhxX3TBg9a1GOM8oFD5LCRutl3LoY2xyjRYg9%2FLE0sXIlvHbbOt8Ffaz5p4eopG2bZNUzYvd%2F%2FFIR3UJ0ywL4ealsYx7yK8fXZS2z52BjllTXGKY6P0BuEgAli%2FNN95NT%2F5O49tX8ZD3KHdYT%2BKxO4eM0%2Bl8gfGJwNSgt5fKB4Tcp0QdvlE4rqBgQjmkpBsc73drDId3LkoIDN%2Fhzwgg9i8YkjLzZ7Iw56uiVCffFWEufo9K6w0eqfpqoI8sljcWRFRvu9urSlRv%2Bk6Kn73tm0IRCKfOI7CRp2P6a%2BI6jy8Bpl04vAdijw2hgHUNoaYguWYd4tfsrcexC7oTIfpqeSzw7EJEE5LpCDFbJ2KmWuTeHZA9Uqd%2B6YaJ0DEzQWyWBJp14E%2FxAQu3hgv7lSEyn0ixNWFIGLwUROCOUojihlszN%2FUwTf6kQ7%2FyGuUeAKRMTXXq6Vnxv8mJsGJW8a3TsGUBxkE%2FS%2BtkLXTeOXh%2FpGXYwFweJnLSzIS8N9858ydPX5YSL7J2%2Be4X4HSTACeS9iZyHtEIC22YHjlH1xiGtAMnUuGkM2BZfXVpal8rkQeghec%2Fd%2B1mpDteBiLbQFYpJn0mGHauZRp5hJMKhF%2FTN8ycVlb1LRWGplJBEUojET%2B8KiyuW%2Fj3OCsZf00mpxpl2J04%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
789,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%22172692603228cc2b510ad10540f4b84aa90b7824a216%22%2C%22enc%22%3A%22AQABAAACoLmQa24OtTHRaocrSZUBEXeNYbUhk%2Bauwtw1213qmQF7eskqL3PYAlxaSWCw2dBZicgheykAtF1bcWHFDsmobi5zkElM3k%2F34Vv0Tz2eQCOROrcoZOlujdVH5kT%2BdjTHnhjdxnxLgDQUS9sFObm48BT%2FFEJrwirJZeeJtw2TaugWGYMbIt0eQJcmcG%2FIYS6inkKhaEmlXLe%2Bxnmq1tK2UNM5nX4yznu%2FXfhWcIhDOkC95UzvH0Xt5bXoUY1enantAA5VNVIyf0HlwpJfLCm2UPJZh6%2FSVeysoc2FfkK10d8%2B8DC%2F9ctAuZJtpwZ%2FdDuFlc30ZpP1jpQxyh9QpeFZyxt2yr9cdSUGqQDf1BiwzOyfh4hzQupt9t3m%2FT%2FhtGYSWY6daDwJHU8yrMyZ4g%2B1WymC8GN5CdygzuOQuYeJ2QTpI1bBMnaEGdpDTSUMVRW4XLw8wko1Ih0wfwqHWz9zf2DnoW%2Fxu9ogCEx%2B43Pyqk6gv0wKkxe8Kgw%2BYSPCjYkBWnDaicouQypufeR9N52zBTtX%2Fd8XPODk9%2FvjRWCs42enL5ASBZmqvkNQYm0pLazNFkJLiOamd1tqAcS3p%2FiI1i31oGWyqG28ZeVET%2BeNIpKrmf6rxGdYH4%2BPAnP9Bh56wRy9PGa7tCJXafvm9Pvn5HEGfP2NSnd46P8%2FAS0W8%2F3P2AUeYLzii4noz29l18erlxxalNwKCiHbmbGAFPdhdbg6RmJx%2F2XDT0NdeYWLkW4gmOZ7fHh7IVyJLj0P2T3ghfriUj%2B5wIcsvDDEbk8y8M%2BZD8R008x1RLuWdl4FG7Sxzimg0FcG09J0Uu1F%2F1f%2FbzmmECP5GAFh2DD5U1AxmDKfpWz50QEdlYAjhfEyEMOhUqdzZG04MAqniAq%2FvGpUPg%3D%3D%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
790,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Verizon-Wireless-4G-LTE-8MP-Camera-Smartphone-/401306230275?var=&hash=item5d6fb71e03:m:mLQOSdNz6d-DwcG0_3M8EAg,NA,Apple iPhone 6 128GB Verizon Wireless 4G LTE 8MP Camera Smartphone, Gold Silver Space Gray,NA,US $284.95,http://i.ebayimg.com/images/g/lMgAAOSwYHxWQLv9/s-l300.jpg,60-day returns,FREE,98.3% ÊPositive feedback
791,http://www.ebay.com/itm/Apple-iPhone-6-16-64-128GB-GSM-Unlocked-4G-LTE-iOS-Smartphone-Gold-Gray-Silver-/142306188414?var=&hash=item21221c1c7e:m:mXoSuCXHnby_o9jb7j5UklQ,NA,Apple iPhone 6 16/64/128GB GSM Unlocked 4G LTE iOS Smartphone Gold Gray Silver, 128GB 64GB 16GB,323 viewed per day,US $217.99,http://i.ebayimg.com/images/g/dGEAAOSwfVpYoK-K/s-l300.jpg,898 sold,FREE,98.8% ÊPositive feedback
792,http://www.ebay.com/itm/Apple-iPhone-6-6-Plus-Factory-Unlocked-Smartphone-Space-Gray-Silver-Gold-NEW-/162528309357?var=&hash=item25d771306d:m:mWqZo_Ge9GsfmMOgYBop4yg,NA,Apple iPhone 6 /6 Plus Factory Unlocked Smartphone Space Gray Silver Gold NEW, iPhone 6 Plus iPhone 6 iPhone 4s,77 viewed per day,US $124.99,http://i.ebayimg.com/images/g/MRwAAOSw42JZJlQH/s-l300.jpg,Experienced seller,FREE,98.8% ÊPositive feedback
793,http://www.ebay.com/itm/Apple-iPhone-6-64GB-Silver-At-T-Smartphone-/302324121079?hash=item4663ebfdf7:g:C~AAAOSwZ4dZIgBM,4,Apple iPhone 6 - 64GB - Silver (At&T) Smartphone, NA,NA,NA,http://i.ebayimg.com/images/g/C~AAAOSwZ4dZIgBM/s-l300.jpg,Limited time remaining,NA,100% ÊPositive feedback
794,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-Verizon-Smartphone-Straight-Talk-Gold-Gray-Silver-/401326230258?var=&hash=item5d70e84af2:m:m4lZjoT-_S0xblU8hX7BH8A,NA,Apple iPhone 6 16GB 64GB 128GB Verizon Smartphone Straight Talk Gold Gray Silver, Space Gray Silver Gold[out of stock],150 viewed per day,US $214.99,http://i.ebayimg.com/images/g/4gAAAOSwNRdX61Up/s-l300.jpg,41 sold,FREE,98.8% ÊPositive feedback
795,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-Verizon-GSM-Unlocked-LTE-4-7-Smartphone-/281988649806?var=&hash=item41a7d5534e:m:mR9fzHz4um82sJVVp8-Hi1w,NA,"Apple iPhone 6 16GB 64GB 128GB Verizon + GSM Unlocked LTE 4.7"" Smartphone ", Space Gray Gold Silver,205 viewed per day,US $219.90,http://i.ebayimg.com/images/g/32oAAOSw8gVX~jiE/s-l300.jpg,443 sold,FREE,99.5% ÊPositive feedback
796,http://www.ebay.com/itm/Apple-iPhone-6-64GB-Verizon-Wireless-4G-LTE-8MP-Camera-iOS-Smartphone-/401149524441?var=&hash=item5d665ff9d9:m:m9Qaj_5I-lRPilziVcCZH5g,NA,Apple iPhone 6 64GB Verizon Wireless 4G LTE 8MP Camera iOS Smartphone, Gold Silver[out of stock] Space Gray,8 sold in last 24 hours,US $242.95,http://i.ebayimg.com/images/g/hJEAAOSwgQ9VzM5U/s-l300.jpg,646 sold,FREE,98.3% ÊPositive feedback
797,http://www.ebay.com/itm/Apple-iPhone-6-16-64-128GB-Gold-Silver-Gray-AT-T-Sim-Free-Factory-Unlocked-Phone-/182589613969?var=&hash=item2a83306791:m:mfknmSPd6xzqFlTu3Ah2Nng,NA,Apple iPhone 6 16-64-128GB Gold Silver Gray AT&T Sim Free Factory Unlocked Phone, IPhone 6 - SpaceGray IPhone 6 - Sliver IPhone 6 - Gold IPhone 4s - Black IPhone 4s - White,16 viewed per hour,NA,http://i.ebayimg.com/images/g/boUAAOSwZ4dZJVTB/s-l300.jpg,5 inquiries,FREE,98.2% ÊPositive feedback
798,http://www.ebay.com/itm/Apple-iPhone-6-AT-T-T-mobile-SmartPhone-Gold-Silver-Space-Gray-16GB-64GB-/322483765485?var=&hash=item4b1587c0ed:m:mjeoWHFti_eikP8AaQWlWYA,NA,Apple iPhone 6 (AT&T/T-mobile, Gold Space Gray[out of stock] Silver,42 viewed per hour,US $234.99,http://i.ebayimg.com/images/g/ZNsAAOSwpkFY8TPV/s-l300.jpg,242 sold,FREE,98.2% ÊPositive feedback
799,http://www.ebay.com/itm/Apple-iPhone-6-128GB-GSM-Factory-UNLOCKED-Gold-Grey-Silver-Smartphone-CellPhone-/401264511701?var=&hash=item5d6d3a8ad5:m:mL_r_mL2WyX0orhuJSvjxAA,NA,Apple iPhone 6-128GB GSM Factory UNLOCKED Gold Grey Silver Smartphone CellPhone*, Space Grey Silver Gold,NA,US $299.95,http://i.ebayimg.com/images/g/Gt8AAOSwaB5Xo76l/s-l300.jpg,25 sold,FREE,98.8% ÊPositive feedback
800,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Factory-GSM-Unlocked-Space-Gray-Silver-Gold-AT-T-T-Mobile-/131902796697?var=&hash=item1eb604f399:m:mav9jBuvb4ahkI4kquxXmMQ,NA,Apple iPhone 6 128GB Factory GSM Unlocked - Space Gray Silver Gold AT&T T-Mobile, Space Grey[out of stock] Silver[out of stock] Gold,7 viewed per hour,US $269.97,http://i.ebayimg.com/images/g/1e8AAOSwKOJYG~3B/s-l300.jpg,716 sold,FREE,98.7% ÊPositive feedback
801,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Space-Gray-Verizon-Factory-Unlocked-Clean-ESN-/152559785832?hash=item2385459768:g:3v0AAOSwYIxX5TMl,NA,Apple iPhone 6 - 16GB Space Gray (Verizon) (Factory Unlocked) Clean ESN , NA,4 viewed per hour,US $214.99,http://i.ebayimg.com/images/g/3v0AAOSwYIxX5TMl/s-l300.jpg,Experienced seller,$9.99 ,99.5% ÊPositive feedback
802,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Unlocked-GSM-iOS-Smartphone-Black-Silver-Gold-/252178802242?var=&hash=item3ab7072642:m:mG_Rz_hyvRd-a6Of7omib2w,NA,Apple iPhone 6 128GB Unlocked GSM iOS Smartphone Black Silver Gold, Space Gray/Black Silver/White Gold/White[out of stock],1 sold in last hour,US $259.99,http://i.ebayimg.com/images/g/NaAAAOSwZ1lWgrvI/s-l300.jpg,302 sold,FREE,97% ÊPositive feedback
803,http://www.ebay.com/itm/Apple-iPhone-6-16GB-GSM-Unlocked-Smartphone-Gold-Gray-Silver-/311452584240?var=&hash=item4884054930:m:m6frKH7710xBtHZ0TAc3i4A,NA,Apple iPhone 6 - 16GB (GSM Unlocked) Smartphone Gold Gray Silver, Silver Space Gray Gold[out of stock],NA,US $239.88,http://i.ebayimg.com/images/g/ZzIAAOSwEeFVU6Cd/s-l300.jpg,"5,470 sold",FREE,98.8% ÊPositive feedback
804,http://www.ebay.com/itm/Apple-iPhone-6PLUS-6-5s-Factory-Unlocked-Gold-Silver-Space-Gray-Smartphone-A-/282474298098?var=&hash=item41c4c7baf2:m:m6ZKoSIASLH74mMEIpcKJWw,NA,Apple iPhone 6PLUS/6/5s (Factory Unlocked) Gold Silver Space Gray Smartphone A++, 16GB 32GB 64GB 128GB 8GB,17 viewed per hour,US $95.99,http://i.ebayimg.com/images/g/EMQAAOSw1WJZFXj0/s-l300.jpg,25 sold,$14.99 ,97.3% ÊPositive feedback
805,http://www.ebay.com/itm/NEW-FACTORY-UNLOCKED-APPLE-IPHONE-6-16GB-64GB-SMARTPHONE-GREY-SILVER-GOLD-US-/311824838010?var=&hash=item489a356d7a:m:mor9k5T0cYc_tL4DwAARulg,NA,NEW FACTORY UNLOCKED APPLE IPHONE 6 16GB 64GB SMARTPHONE GREY SILVER GOLD US, Silver Gray Gold,163 viewed per day,US $319.99,http://i.ebayimg.com/images/g/ymcAAOSwSlBYyl-u/s-l300.jpg,130 sold,FREE,98.5% ÊPositive feedback
806,http://www.ebay.com/itm/Apple-iPhone-6-16-64-128-GSM-UNLOCKED-LTE-SMARTPHONE-AT-T-CRICKET-METRO-TMOBILE-/152340110431?var=&hash=item23782d9c5f:m:mWr60jdHBJ1S1Ns8UBLHbUQ,NA,Apple iPhone 6 16 64 128 GSM UNLOCKED LTE SMARTPHONE AT&T CRICKET METRO TMOBILE , 16GB 64GB[out of stock] 128GB[out of stock],3 viewed per hour,US $224.99,http://i.ebayimg.com/images/g/-OwAAOSwX61ZDbbd/s-l300.jpg,208 sold,FREE,99.2% ÊPositive feedback
807,http://www.ebay.com/itm/Apple-iPhone-6-a1549-16GB-GSM-Unlocked-/231771058141?var=&hash=item35f6a1afdd:m:m6JQ7wRY337KfSUSA2X55mQ,NA,Apple iPhone 6 a1549 16GB GSM Unlocked, Gold[out of stock] Silver[out of stock] Space Gray,33 viewed per hour,US $229.99,http://i.ebayimg.com/images/g/6okAAOSwTuJYsNzU/s-l300.jpg,"9,111 sold",FREE,97.2% ÊPositive feedback
808,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-Verizon-4G-GSM-Unlocked-Smartphone-New-other-/281994725671?var=&hash=item41a8320927:m:m2Buo8MSy8T6ogcwvpSmnIg,NA,Apple iPhone 6 16GB 64GB 128GB Verizon 4G + GSM Unlocked Smartphone New other, Space Gray Gold[out of stock] Silver[out of stock],3 viewed per hour,US $266.95,http://i.ebayimg.com/images/g/hTMAAOSwGYVW~qUf/s-l300.jpg,101 sold,FREE,99.5% ÊPositive feedback
